,Clover_yellow_mosaic_virus,Hydrangea_ringspot_virus,Plantago_asiatica_mosaic_virus_KU697313,Nandina_mosaic_virus,Plantago_asiatica_mosaic_virus_LC155795,Plantago_asiatica_mosaic_virus_KT717325,Plantago_asiatica_mosaic_virus_KU159093,Senna_mosaic_virus,Babaco_mosaic_virus,Papaya_mosaic_virus,Alternanthera_mosaic_virus_LC107515,Alternanthera_mosaic_virus_MH423501,Alternanthera_mosaic_virus_FJ822136,Alternanthera_mosaic_virus_GQ179646,Alternanthera_mosaic_virus_AY863024,Alternanthera_mosaic_virus_GQ179647,Opuntia_virus_Strain_CC10,Opuntia_virus_X_KY348771,Opuntia_virus_X_KU854931,Schlumbergera_virus_X_KU854929,SRR11190802_Plant_DH-1_NC_011659,Schlumbergera_virus_X_KP090203,Schlumbergera_virus_X_Strain_K11,SRR11190798_Plant_DH-3_NC_011659,SRR11190801_Plant_DH-2_NC_011659,SRR11603189_RR-peel-3_NC_011659,SRR11603187_RR-pulp-2_NC_011659,SRR11603183_GW-peel-2_NC_011659,SRR11603184_GW-peel-1_NC_011659,MG210801,SRR11190800_Plant_BSJ-2_NC_024458,SRR11190791_Plant_BSJ-1_NC_024458,SRR11190799_Plant_BSJ-3_NC_024458,SRR11190802_Plant_DH-1_NC_024458,SRR11190801_Plant_DH-2_NC_024458,SRR11190798_Plant_DH-3_NC_024458,SRR11190795_Plant_FR-3_NC_024458,Pitaya_virus_X,SRR11603182_GW-peel-3_NC_024458,SRR11603184_GW-peel-1_NC_024458,SRR11603183_GW-peel-2_NC_024458,SRR11190793_Plant_BR-2_NC_024458,SRR11190796_Plant_FR-2_NC_024458,SRR11190797_Plant_FR-1_NC_024458,SRR11603191_RR-peel-1_NC_024458,SRR11603189_RR-peel-3_NC_024458,SRR11603187_RR-pulp-2_NC_024458,SRR11603186_RR-pulp-3_NC_024458,SRR11603190_RR-peel-2_NC_024458,KM288845,SRR11190798_Plant_DH-3_NC_006059,SRR11190801_Plant_DH-2_NC_006059,SRR11190802_Plant_DH-1_NC_006059,SRR11190796_Plant_FR-2_NC_006059,SRR11190797_Plant_FR-1_NC_006059,Zygocactus_virus_X_Strain_B1,KM288844,Zygocactus_virus_X_JF930326.1,KM288842,SRR11603191_RR-peel-1_NC_006059,SRR11603189_RR-peel-3_NC_006059,SRR11603187_RR-pulp-2_NC_006059,SRR11603186_RR-pulp-3_NC_006059,SRR11603190_RR-peel-2_NC_006059,Cactus_virus_X_JF937699.1,Cactus_virus_ X_KM288846.1,Cactus_virus_ X_SCM51431,Schlumbergera_truncata_15H03_cons,Schlumbergera_truncata_19JSF_sty_NC_002815,Schlumbergera_truncata_15H04_cons,Schlumbergera_truncata_15H06_cons,Cactus_virus_ X_LC128411.1,SRR11603186_RR-pulp-3_NC_002815,SRR11603190_RR-peel-2_NC_002815,SRR11603191_RR-peel-1_NC_002815,SRR11603187_RR-pulp-2_NC_002815,SRR11603189_RR-peel-3_NC_002815,SRR11190793_Plant_BR-2_NC_002815,Cactus_virus_ X_KM365479.1,SRR11190792_Plant_BR-3_NC_002815,SRR11603183_GW-peel-2_NC_002815,SRR11190795_Plant_FR-3_NC_002815,Cactus_virus_ X_AF308158.2,SRR11190802_Plant_DH-1_NC_002815,SRR11190796_Plant_FR-2_NC_002815,SRR11190797_Plant_FR-1_NC_002815,SRR11603184_GW-peel-1_NC_002815,SRR11603182_GW-peel-3_NC_002815,SRR11190798_Plant_DH-3_NC_002815,SRR11190801_Plant_DH-2_NC_002815,SRR11190799_Plant_BSJ-3_NC_002815,SRR11190791_Plant_BSJ-1_NC_002815,SRR11190800_Plant_BSJ-2_NC_002815
SRR11190791_Plant_BSJ-1_NC_024458,0.339933993,0.313531353,0.349834983,0.359735974,0.356435644,0.353135314,0.359735974,0.326732673,0.339933993,0.316831683,0.349834983,0.346534653,0.346534653,0.346534653,0.349834983,0.349834983,0.151815182,0.151815182,0.151815182,0.125412541,0.145214521,0.141914191,0.135313531,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0,0,0,0,0,0,0,0,0.00660066,0,0,0,0.00330033,0.00330033,0.00330033,0,0,0,0,0,0.128712871,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.128712871,0.125412541,0.125412541,0.128712871,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.105610561,0.118811881,0.108910891,0.122112211,0.122112211,0.125412541,0.125412541,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.138613861,0.122112211,0.122112211,0.122112211,0.168316832,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211
SRR11190799_Plant_BSJ-3_NC_024458,0.339933993,0.313531353,0.349834983,0.359735974,0.356435644,0.353135314,0.359735974,0.326732673,0.339933993,0.316831683,0.349834983,0.346534653,0.346534653,0.346534653,0.349834983,0.349834983,0.151815182,0.151815182,0.151815182,0.125412541,0.145214521,0.141914191,0.135313531,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0,0,0,0,0,0,0,0,0.00660066,0,0,0,0.00330033,0.00330033,0.00330033,0,0,0,0,0,0.128712871,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.128712871,0.125412541,0.125412541,0.128712871,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.105610561,0.118811881,0.108910891,0.122112211,0.122112211,0.125412541,0.125412541,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.138613861,0.122112211,0.122112211,0.122112211,0.168316832,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211
SRR11190802_Plant_DH-1_NC_024458,0.339933993,0.313531353,0.349834983,0.359735974,0.356435644,0.353135314,0.359735974,0.326732673,0.339933993,0.316831683,0.349834983,0.346534653,0.346534653,0.346534653,0.349834983,0.349834983,0.151815182,0.151815182,0.151815182,0.125412541,0.145214521,0.141914191,0.135313531,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0,0,0,0,0,0,0,0,0.00660066,0,0,0,0.00330033,0.00330033,0.00330033,0,0,0,0,0,0.128712871,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.128712871,0.125412541,0.125412541,0.128712871,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.105610561,0.118811881,0.108910891,0.122112211,0.122112211,0.125412541,0.125412541,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.138613861,0.122112211,0.122112211,0.122112211,0.168316832,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211
SRR11190801_Plant_DH-2_NC_024458,0.339933993,0.313531353,0.349834983,0.359735974,0.356435644,0.353135314,0.359735974,0.326732673,0.339933993,0.316831683,0.349834983,0.346534653,0.346534653,0.346534653,0.349834983,0.349834983,0.151815182,0.151815182,0.151815182,0.125412541,0.145214521,0.141914191,0.135313531,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0,0,0,0,0,0,0,0,0.00660066,0,0,0,0.00330033,0.00330033,0.00330033,0,0,0,0,0,0.128712871,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.128712871,0.125412541,0.125412541,0.128712871,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.105610561,0.118811881,0.108910891,0.122112211,0.122112211,0.125412541,0.125412541,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.138613861,0.122112211,0.122112211,0.122112211,0.168316832,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211
SRR11190798_Plant_DH-3_NC_024458,0.339933993,0.313531353,0.349834983,0.359735974,0.356435644,0.353135314,0.359735974,0.326732673,0.339933993,0.316831683,0.349834983,0.346534653,0.346534653,0.346534653,0.349834983,0.349834983,0.151815182,0.151815182,0.151815182,0.125412541,0.145214521,0.141914191,0.135313531,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0,0,0,0,0,0,0,0,0.00660066,0,0,0,0.00330033,0.00330033,0.00330033,0,0,0,0,0,0.128712871,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.128712871,0.125412541,0.125412541,0.128712871,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.105610561,0.118811881,0.108910891,0.122112211,0.122112211,0.125412541,0.125412541,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.138613861,0.122112211,0.122112211,0.122112211,0.168316832,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211
SRR11190795_Plant_FR-3_NC_024458,0.339933993,0.313531353,0.349834983,0.359735974,0.356435644,0.353135314,0.359735974,0.326732673,0.339933993,0.316831683,0.349834983,0.346534653,0.346534653,0.346534653,0.349834983,0.349834983,0.151815182,0.151815182,0.151815182,0.125412541,0.145214521,0.141914191,0.135313531,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0,0,0,0,0,0,0,0,0.00660066,0,0,0,0.00330033,0.00330033,0.00330033,0,0,0,0,0,0.128712871,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.128712871,0.125412541,0.125412541,0.128712871,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.105610561,0.118811881,0.108910891,0.122112211,0.122112211,0.125412541,0.125412541,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.138613861,0.122112211,0.122112211,0.122112211,0.168316832,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211
Pitaya_virus_X,0.333333333,0.313531353,0.343234323,0.359735974,0.356435644,0.346534653,0.353135314,0.326732673,0.339933993,0.316831683,0.343234323,0.339933993,0.339933993,0.339933993,0.343234323,0.343234323,0.158415842,0.158415842,0.158415842,0.125412541,0.145214521,0.141914191,0.135313531,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0.00660066,0.00660066,0.00660066,0.00660066,0.00660066,0.00660066,0.00660066,0.00660066,0,0.00660066,0.00660066,0.00660066,0.00990099,0.00990099,0.00990099,0.00660066,0.00660066,0.00660066,0.00660066,0.00660066,0.135313531,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.128712871,0.125412541,0.125412541,0.128712871,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.105610561,0.118811881,0.108910891,0.128712871,0.128712871,0.132013201,0.132013201,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.138613861,0.122112211,0.122112211,0.122112211,0.168316832,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211
SRR11603182_GW-peel-3_NC_024458,0.339933993,0.313531353,0.349834983,0.359735974,0.356435644,0.353135314,0.359735974,0.326732673,0.339933993,0.316831683,0.349834983,0.346534653,0.346534653,0.346534653,0.349834983,0.349834983,0.151815182,0.151815182,0.151815182,0.125412541,0.145214521,0.141914191,0.135313531,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0,0,0,0,0,0,0,0,0.00660066,0,0,0,0.00330033,0.00330033,0.00330033,0,0,0,0,0,0.128712871,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.128712871,0.125412541,0.125412541,0.128712871,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.105610561,0.118811881,0.108910891,0.122112211,0.122112211,0.125412541,0.125412541,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.138613861,0.122112211,0.122112211,0.122112211,0.168316832,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211
SRR11603184_GW-peel-1_NC_024458,0.339933993,0.313531353,0.349834983,0.359735974,0.356435644,0.353135314,0.359735974,0.326732673,0.339933993,0.316831683,0.349834983,0.346534653,0.346534653,0.346534653,0.349834983,0.349834983,0.151815182,0.151815182,0.151815182,0.125412541,0.145214521,0.141914191,0.135313531,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0,0,0,0,0,0,0,0,0.00660066,0,0,0,0.00330033,0.00330033,0.00330033,0,0,0,0,0,0.128712871,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.128712871,0.125412541,0.125412541,0.128712871,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.105610561,0.118811881,0.108910891,0.122112211,0.122112211,0.125412541,0.125412541,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.138613861,0.122112211,0.122112211,0.122112211,0.168316832,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211
SRR11603183_GW-peel-2_NC_024458,0.339933993,0.313531353,0.349834983,0.359735974,0.356435644,0.353135314,0.359735974,0.326732673,0.339933993,0.316831683,0.349834983,0.346534653,0.346534653,0.346534653,0.349834983,0.349834983,0.151815182,0.151815182,0.151815182,0.125412541,0.145214521,0.141914191,0.135313531,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0,0,0,0,0,0,0,0,0.00660066,0,0,0,0.00330033,0.00330033,0.00330033,0,0,0,0,0,0.128712871,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.128712871,0.125412541,0.125412541,0.128712871,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.105610561,0.118811881,0.108910891,0.122112211,0.122112211,0.125412541,0.125412541,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.138613861,0.122112211,0.122112211,0.122112211,0.168316832,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211
SRR11190793_Plant_BR-2_NC_024458,0.343234323,0.313531353,0.353135314,0.359735974,0.356435644,0.353135314,0.359735974,0.330033003,0.339933993,0.316831683,0.349834983,0.346534653,0.346534653,0.346534653,0.349834983,0.349834983,0.151815182,0.151815182,0.151815182,0.125412541,0.145214521,0.141914191,0.135313531,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0.00330033,0.00330033,0.00330033,0.00330033,0.00330033,0.00330033,0.00330033,0.00330033,0.00990099,0.00330033,0.00330033,0.00330033,0,0.00660066,0.00660066,0.00330033,0.00330033,0.00330033,0.00330033,0.00330033,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.128712871,0.125412541,0.125412541,0.128712871,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.108910891,0.122112211,0.112211221,0.125412541,0.125412541,0.128712871,0.128712871,0.128712871,0.125412541,0.125412541,0.125412541,0.125412541,0.125412541,0.125412541,0.141914191,0.125412541,0.125412541,0.125412541,0.171617162,0.125412541,0.125412541,0.125412541,0.125412541,0.125412541,0.125412541,0.125412541,0.125412541,0.125412541,0.125412541
SRR11190796_Plant_FR-2_NC_024458,0.339933993,0.313531353,0.349834983,0.359735974,0.356435644,0.353135314,0.359735974,0.323432343,0.336633663,0.320132013,0.346534653,0.343234323,0.343234323,0.343234323,0.346534653,0.346534653,0.155115512,0.155115512,0.155115512,0.128712871,0.148514851,0.138613861,0.138613861,0.141914191,0.141914191,0.141914191,0.141914191,0.141914191,0.141914191,0.00330033,0.00330033,0.00330033,0.00330033,0.00330033,0.00330033,0.00330033,0.00330033,0.00990099,0.00330033,0.00330033,0.00330033,0.00660066,0,0,0.00330033,0.00330033,0.00330033,0.00330033,0.00330033,0.132013201,0.125412541,0.125412541,0.125412541,0.125412541,0.125412541,0.132013201,0.128712871,0.128712871,0.132013201,0.122112211,0.125412541,0.125412541,0.125412541,0.125412541,0.108910891,0.122112211,0.112211221,0.125412541,0.125412541,0.128712871,0.128712871,0.128712871,0.125412541,0.125412541,0.125412541,0.125412541,0.125412541,0.125412541,0.141914191,0.125412541,0.125412541,0.125412541,0.171617162,0.125412541,0.125412541,0.125412541,0.125412541,0.125412541,0.125412541,0.125412541,0.125412541,0.125412541,0.125412541
SRR11190797_Plant_FR-1_NC_024458,0.339933993,0.313531353,0.349834983,0.359735974,0.356435644,0.353135314,0.359735974,0.323432343,0.336633663,0.320132013,0.346534653,0.343234323,0.343234323,0.343234323,0.346534653,0.346534653,0.155115512,0.155115512,0.155115512,0.128712871,0.148514851,0.138613861,0.138613861,0.141914191,0.141914191,0.141914191,0.141914191,0.141914191,0.141914191,0.00330033,0.00330033,0.00330033,0.00330033,0.00330033,0.00330033,0.00330033,0.00330033,0.00990099,0.00330033,0.00330033,0.00330033,0.00660066,0,0,0.00330033,0.00330033,0.00330033,0.00330033,0.00330033,0.132013201,0.125412541,0.125412541,0.125412541,0.125412541,0.125412541,0.132013201,0.128712871,0.128712871,0.132013201,0.122112211,0.125412541,0.125412541,0.125412541,0.125412541,0.108910891,0.122112211,0.112211221,0.125412541,0.125412541,0.128712871,0.128712871,0.128712871,0.125412541,0.125412541,0.125412541,0.125412541,0.125412541,0.125412541,0.141914191,0.125412541,0.125412541,0.125412541,0.171617162,0.125412541,0.125412541,0.125412541,0.125412541,0.125412541,0.125412541,0.125412541,0.125412541,0.125412541,0.125412541
SRR11603191_RR-peel-1_NC_024458,0.339933993,0.313531353,0.349834983,0.359735974,0.356435644,0.353135314,0.359735974,0.326732673,0.339933993,0.316831683,0.349834983,0.346534653,0.346534653,0.346534653,0.349834983,0.349834983,0.151815182,0.151815182,0.151815182,0.125412541,0.145214521,0.141914191,0.135313531,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0,0,0,0,0,0,0,0,0.00660066,0,0,0,0.00330033,0.00330033,0.00330033,0,0,0,0,0,0.128712871,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.128712871,0.125412541,0.125412541,0.128712871,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.105610561,0.118811881,0.108910891,0.122112211,0.122112211,0.125412541,0.125412541,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.138613861,0.122112211,0.122112211,0.122112211,0.168316832,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211
SRR11603189_RR-peel-3_NC_024458,0.339933993,0.313531353,0.349834983,0.359735974,0.356435644,0.353135314,0.359735974,0.326732673,0.339933993,0.316831683,0.349834983,0.346534653,0.346534653,0.346534653,0.349834983,0.349834983,0.151815182,0.151815182,0.151815182,0.125412541,0.145214521,0.141914191,0.135313531,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0,0,0,0,0,0,0,0,0.00660066,0,0,0,0.00330033,0.00330033,0.00330033,0,0,0,0,0,0.128712871,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.128712871,0.125412541,0.125412541,0.128712871,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.105610561,0.118811881,0.108910891,0.122112211,0.122112211,0.125412541,0.125412541,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.138613861,0.122112211,0.122112211,0.122112211,0.168316832,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211
SRR11603187_RR-pulp-2_NC_024458,0.339933993,0.313531353,0.349834983,0.359735974,0.356435644,0.353135314,0.359735974,0.326732673,0.339933993,0.316831683,0.349834983,0.346534653,0.346534653,0.346534653,0.349834983,0.349834983,0.151815182,0.151815182,0.151815182,0.125412541,0.145214521,0.141914191,0.135313531,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0,0,0,0,0,0,0,0,0.00660066,0,0,0,0.00330033,0.00330033,0.00330033,0,0,0,0,0,0.128712871,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.128712871,0.125412541,0.125412541,0.128712871,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.105610561,0.118811881,0.108910891,0.122112211,0.122112211,0.125412541,0.125412541,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.138613861,0.122112211,0.122112211,0.122112211,0.168316832,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211
SRR11603186_RR-pulp-3_NC_024458,0.339933993,0.313531353,0.349834983,0.359735974,0.356435644,0.353135314,0.359735974,0.326732673,0.339933993,0.316831683,0.349834983,0.346534653,0.346534653,0.346534653,0.349834983,0.349834983,0.151815182,0.151815182,0.151815182,0.125412541,0.145214521,0.141914191,0.135313531,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0,0,0,0,0,0,0,0,0.00660066,0,0,0,0.00330033,0.00330033,0.00330033,0,0,0,0,0,0.128712871,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.128712871,0.125412541,0.125412541,0.128712871,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.105610561,0.118811881,0.108910891,0.122112211,0.122112211,0.125412541,0.125412541,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.138613861,0.122112211,0.122112211,0.122112211,0.168316832,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211
SRR11603190_RR-peel-2_NC_024458,0.339933993,0.313531353,0.349834983,0.359735974,0.356435644,0.353135314,0.359735974,0.326732673,0.339933993,0.316831683,0.349834983,0.346534653,0.346534653,0.346534653,0.349834983,0.349834983,0.151815182,0.151815182,0.151815182,0.125412541,0.145214521,0.141914191,0.135313531,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0.138613861,0,0,0,0,0,0,0,0,0.00660066,0,0,0,0.00330033,0.00330033,0.00330033,0,0,0,0,0,0.128712871,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.128712871,0.125412541,0.125412541,0.128712871,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.105610561,0.118811881,0.108910891,0.122112211,0.122112211,0.125412541,0.125412541,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.138613861,0.122112211,0.122112211,0.122112211,0.168316832,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211
KM288845,0.333333333,0.326732673,0.349834983,0.356435644,0.359735974,0.353135314,0.356435644,0.326732673,0.300330033,0.293729373,0.326732673,0.316831683,0.323432343,0.323432343,0.326732673,0.320132013,0.171617162,0.171617162,0.171617162,0.148514851,0.155115512,0.155115512,0.151815182,0.151815182,0.151815182,0.151815182,0.151815182,0.151815182,0.151815182,0.128712871,0.128712871,0.128712871,0.128712871,0.128712871,0.128712871,0.128712871,0.128712871,0.135313531,0.128712871,0.128712871,0.128712871,0.125412541,0.132013201,0.132013201,0.128712871,0.128712871,0.128712871,0.128712871,0.128712871,0,0.0330033,0.0330033,0.0330033,0.0330033,0.0330033,0.0330033,0.02310231,0.02970297,0.0330033,0.03630363,0.0330033,0.0330033,0.0330033,0.0330033,0.079207921,0.066006601,0.075907591,0.069306931,0.069306931,0.072607261,0.072607261,0.072607261,0.069306931,0.069306931,0.069306931,0.069306931,0.069306931,0.069306931,0.079207921,0.069306931,0.069306931,0.069306931,0.112211221,0.069306931,0.069306931,0.069306931,0.069306931,0.069306931,0.069306931,0.069306931,0.069306931,0.069306931,0.069306931
SRR11190798_Plant_DH-3_NC_006059,0.330033003,0.323432343,0.336633663,0.343234323,0.363036304,0.339933993,0.336633663,0.330033003,0.306930693,0.297029703,0.313531353,0.316831683,0.316831683,0.323432343,0.320132013,0.326732673,0.161716172,0.161716172,0.161716172,0.132013201,0.148514851,0.148514851,0.138613861,0.145214521,0.145214521,0.145214521,0.145214521,0.145214521,0.145214521,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.125412541,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.0330033,0,0,0,0,0,0.00660066,0.01320132,0.00330033,0.01980198,0.00330033,0,0,0,0,0.072607261,0.075907591,0.069306931,0.069306931,0.069306931,0.072607261,0.072607261,0.066006601,0.062706271,0.062706271,0.062706271,0.062706271,0.062706271,0.062706271,0.075907591,0.062706271,0.062706271,0.062706271,0.112211221,0.062706271,0.062706271,0.062706271,0.062706271,0.062706271,0.062706271,0.062706271,0.062706271,0.062706271,0.062706271
SRR11190801_Plant_DH-2_NC_006059,0.330033003,0.323432343,0.336633663,0.343234323,0.363036304,0.339933993,0.336633663,0.330033003,0.306930693,0.297029703,0.313531353,0.316831683,0.316831683,0.323432343,0.320132013,0.326732673,0.161716172,0.161716172,0.161716172,0.132013201,0.148514851,0.148514851,0.138613861,0.145214521,0.145214521,0.145214521,0.145214521,0.145214521,0.145214521,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.125412541,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.0330033,0,0,0,0,0,0.00660066,0.01320132,0.00330033,0.01980198,0.00330033,0,0,0,0,0.072607261,0.075907591,0.069306931,0.069306931,0.069306931,0.072607261,0.072607261,0.066006601,0.062706271,0.062706271,0.062706271,0.062706271,0.062706271,0.062706271,0.075907591,0.062706271,0.062706271,0.062706271,0.112211221,0.062706271,0.062706271,0.062706271,0.062706271,0.062706271,0.062706271,0.062706271,0.062706271,0.062706271,0.062706271
SRR11190802_Plant_DH-1_NC_006059,0.330033003,0.323432343,0.336633663,0.343234323,0.363036304,0.339933993,0.336633663,0.330033003,0.306930693,0.297029703,0.313531353,0.316831683,0.316831683,0.323432343,0.320132013,0.326732673,0.161716172,0.161716172,0.161716172,0.132013201,0.148514851,0.148514851,0.138613861,0.145214521,0.145214521,0.145214521,0.145214521,0.145214521,0.145214521,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.125412541,0.125412541,0.122112211,0.122112211,0.122112211,0.122112211,0.122112211,0.0330033,0,0,0,0,0,0.00660066,0.01320132,0.00330033,0.01980198,0.00330033,0,0,0,0,0.072607261,0.075907591,0.069306931,0.069306931,0.069306931,0.072607261,0.072607261,0.066006601,0.062706271,0.062706271,0.062706271,0.062706271,0.062706271,0.062706271,0.075907591,0.062706271,0.062706271,0.062706271,0.112211221,0.062706271,0.062706271,0.062706271,0.062706271,0.062706271,0.062706271,0.062706271,0.062706271,0.062706271,0.062706271
