,Clover_yellow_mosaic_virus,Hydrangea_ringspot_virus,Plantago_asiatica_mosaic_virus_KU697313,Nandina_mosaic_virus,Plantago_asiatica_mosaic_virus_LC155795,Plantago_asiatica_mosaic_virus_KT717325,Plantago_asiatica_mosaic_virus_KU159093,Senna_mosaic_virus,Babaco_mosaic_virus,Papaya_mosaic_virus,Alternanthera_mosaic_virus_LC107515,Alternanthera_mosaic_virus_MH423501,Alternanthera_mosaic_virus_FJ822136,Alternanthera_mosaic_virus_GQ179646,Alternanthera_mosaic_virus_AY863024,Alternanthera_mosaic_virus_GQ179647,Opuntia_virus_Strain_CC10,Opuntia_virus_X_KY348771,Opuntia_virus_X_KU854931,Schlumbergera_virus_X_KU854929,SRR11190802_Plant_DH-1_NC_011659,Schlumbergera_virus_X_KP090203,Schlumbergera_virus_X_Strain_K11,SRR11190798_Plant_DH-3_NC_011659,SRR11190801_Plant_DH-2_NC_011659,SRR11603189_RR-peel-3_NC_011659,SRR11603187_RR-pulp-2_NC_011659,SRR11603183_GW-peel-2_NC_011659,SRR11603184_GW-peel-1_NC_011659,MG210801,SRR11190800_Plant_BSJ-2_NC_024458,SRR11190791_Plant_BSJ-1_NC_024458,SRR11190799_Plant_BSJ-3_NC_024458,SRR11190802_Plant_DH-1_NC_024458,SRR11190801_Plant_DH-2_NC_024458,SRR11190798_Plant_DH-3_NC_024458,SRR11190795_Plant_FR-3_NC_024458,Pitaya_virus_X,SRR11603182_GW-peel-3_NC_024458,SRR11603184_GW-peel-1_NC_024458,SRR11603183_GW-peel-2_NC_024458,SRR11190793_Plant_BR-2_NC_024458,SRR11190796_Plant_FR-2_NC_024458,SRR11190797_Plant_FR-1_NC_024458,SRR11603191_RR-peel-1_NC_024458,SRR11603189_RR-peel-3_NC_024458,SRR11603187_RR-pulp-2_NC_024458,SRR11603186_RR-pulp-3_NC_024458,SRR11603190_RR-peel-2_NC_024458,KM288845,SRR11190798_Plant_DH-3_NC_006059,SRR11190801_Plant_DH-2_NC_006059,SRR11190802_Plant_DH-1_NC_006059,SRR11190796_Plant_FR-2_NC_006059,SRR11190797_Plant_FR-1_NC_006059,Zygocactus_virus_X_Strain_B1,KM288844,Zygocactus_virus_X_JF930326.1,KM288843,KM288842,SRR11603191_RR-peel-1_NC_006059,SRR11603189_RR-peel-3_NC_006059,SRR11603187_RR-pulp-2_NC_006059,SRR11603186_RR-pulp-3_NC_006059,SRR11603190_RR-peel-2_NC_006059,Cactus_virus_X_JF937699.1,Cactus_virus_X_KM288846.1,Cactus_virus_X_SCM51431,Cactus_virus_X_KM288847.1,Schlumbergera_truncata_15H03_cons,Schlumbergera_truncata_19JSF_sty_NC_002815,Schlumbergera_truncata_15H04_cons,Schlumbergera_truncata_15H06_cons,Cactus_virus_X_LC128411.1,SRR11603186_RR-pulp-3_NC_002815,SRR11603190_RR-peel-2_NC_002815,SRR11603191_RR-peel-1_NC_002815,SRR11603187_RR-pulp-2_NC_002815,SRR11603189_RR-peel-3_NC_002815,SRR11190793_Plant_BR-2_NC_002815,Cactus_virus_X_KM365479.1,SRR11190792_Plant_BR-3_NC_002815,SRR11603183_GW-peel-2_NC_002815,SRR11190795_Plant_FR-3_NC_002815,Cactus_virus_X_AF308158.2,SRR11190802_Plant_DH-1_NC_002815,SRR11190796_Plant_FR-2_NC_002815,SRR11190797_Plant_FR-1_NC_002815,SRR11603184_GW-peel-1_NC_002815,SRR11603182_GW-peel-3_NC_002815,SRR11190798_Plant_DH-3_NC_002815,SRR11190801_Plant_DH-2_NC_002815,SRR11190799_Plant_BSJ-3_NC_002815,SRR11190791_Plant_BSJ-1_NC_002815,SRR11190800_Plant_BSJ-2_NC_002815
SRR11190791_Plant_BSJ-1_NC_024458,0.430288462,0.411057692,0.459134615,0.478365385,0.461538462,0.463942308,0.463942308,0.408653846,0.423076923,0.399038462,0.375,0.40625,0.394230769,0.389423077,0.389423077,0.394230769,0.278846154,0.28125,0.28125,0.175480769,0.175480769,0.173076923,0.175480769,0.170673077,0.170673077,0.170673077,0.170673077,0.170673077,0.170673077,0.009615385,0,0,0,0,0,0,0,0.002403846,0,0,0,0.007211538,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.194711538,0.197115385,0.197115385,0.199519231,0.192307692,0.192307692,0.192307692,0.1875,0.194711538,0.192307692,0.194711538,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.192307692,0.216346154,0.216346154,0.213942308,0.213942308,0.21875,0.216346154,0.216346154,0.216346154,0.216346154,0.216346154,0.213942308,0.211538462,0.213942308,0.213942308,0.213942308,0.230769231,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308
SRR11190799_Plant_BSJ-3_NC_024458,0.430288462,0.411057692,0.459134615,0.478365385,0.461538462,0.463942308,0.463942308,0.408653846,0.423076923,0.399038462,0.375,0.40625,0.394230769,0.389423077,0.389423077,0.394230769,0.278846154,0.28125,0.28125,0.175480769,0.175480769,0.173076923,0.175480769,0.170673077,0.170673077,0.170673077,0.170673077,0.170673077,0.170673077,0.009615385,0,0,0,0,0,0,0,0.002403846,0,0,0,0.007211538,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.194711538,0.197115385,0.197115385,0.199519231,0.192307692,0.192307692,0.192307692,0.1875,0.194711538,0.192307692,0.194711538,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.192307692,0.216346154,0.216346154,0.213942308,0.213942308,0.21875,0.216346154,0.216346154,0.216346154,0.216346154,0.216346154,0.213942308,0.211538462,0.213942308,0.213942308,0.213942308,0.230769231,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308
SRR11190802_Plant_DH-1_NC_024458,0.430288462,0.411057692,0.459134615,0.478365385,0.461538462,0.463942308,0.463942308,0.408653846,0.423076923,0.399038462,0.375,0.40625,0.394230769,0.389423077,0.389423077,0.394230769,0.278846154,0.28125,0.28125,0.175480769,0.175480769,0.173076923,0.175480769,0.170673077,0.170673077,0.170673077,0.170673077,0.170673077,0.170673077,0.009615385,0,0,0,0,0,0,0,0.002403846,0,0,0,0.007211538,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.194711538,0.197115385,0.197115385,0.199519231,0.192307692,0.192307692,0.192307692,0.1875,0.194711538,0.192307692,0.194711538,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.192307692,0.216346154,0.216346154,0.213942308,0.213942308,0.21875,0.216346154,0.216346154,0.216346154,0.216346154,0.216346154,0.213942308,0.211538462,0.213942308,0.213942308,0.213942308,0.230769231,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308
SRR11190801_Plant_DH-2_NC_024458,0.430288462,0.411057692,0.459134615,0.478365385,0.461538462,0.463942308,0.463942308,0.408653846,0.423076923,0.399038462,0.375,0.40625,0.394230769,0.389423077,0.389423077,0.394230769,0.278846154,0.28125,0.28125,0.175480769,0.175480769,0.173076923,0.175480769,0.170673077,0.170673077,0.170673077,0.170673077,0.170673077,0.170673077,0.009615385,0,0,0,0,0,0,0,0.002403846,0,0,0,0.007211538,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.194711538,0.197115385,0.197115385,0.199519231,0.192307692,0.192307692,0.192307692,0.1875,0.194711538,0.192307692,0.194711538,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.192307692,0.216346154,0.216346154,0.213942308,0.213942308,0.21875,0.216346154,0.216346154,0.216346154,0.216346154,0.216346154,0.213942308,0.211538462,0.213942308,0.213942308,0.213942308,0.230769231,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308
SRR11190798_Plant_DH-3_NC_024458,0.430288462,0.411057692,0.459134615,0.478365385,0.461538462,0.463942308,0.463942308,0.408653846,0.423076923,0.399038462,0.375,0.40625,0.394230769,0.389423077,0.389423077,0.394230769,0.278846154,0.28125,0.28125,0.175480769,0.175480769,0.173076923,0.175480769,0.170673077,0.170673077,0.170673077,0.170673077,0.170673077,0.170673077,0.009615385,0,0,0,0,0,0,0,0.002403846,0,0,0,0.007211538,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.194711538,0.197115385,0.197115385,0.199519231,0.192307692,0.192307692,0.192307692,0.1875,0.194711538,0.192307692,0.194711538,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.192307692,0.216346154,0.216346154,0.213942308,0.213942308,0.21875,0.216346154,0.216346154,0.216346154,0.216346154,0.216346154,0.213942308,0.211538462,0.213942308,0.213942308,0.213942308,0.230769231,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308
SRR11190795_Plant_FR-3_NC_024458,0.430288462,0.411057692,0.459134615,0.478365385,0.461538462,0.463942308,0.463942308,0.408653846,0.423076923,0.399038462,0.375,0.40625,0.394230769,0.389423077,0.389423077,0.394230769,0.278846154,0.28125,0.28125,0.175480769,0.175480769,0.173076923,0.175480769,0.170673077,0.170673077,0.170673077,0.170673077,0.170673077,0.170673077,0.009615385,0,0,0,0,0,0,0,0.002403846,0,0,0,0.007211538,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.194711538,0.197115385,0.197115385,0.199519231,0.192307692,0.192307692,0.192307692,0.1875,0.194711538,0.192307692,0.194711538,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.192307692,0.216346154,0.216346154,0.213942308,0.213942308,0.21875,0.216346154,0.216346154,0.216346154,0.216346154,0.216346154,0.213942308,0.211538462,0.213942308,0.213942308,0.213942308,0.230769231,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308
Pitaya_virus_X,0.430288462,0.411057692,0.461538462,0.480769231,0.463942308,0.466346154,0.466346154,0.408653846,0.423076923,0.399038462,0.377403846,0.408653846,0.396634615,0.391826923,0.391826923,0.396634615,0.278846154,0.28125,0.28125,0.177884615,0.175480769,0.173076923,0.175480769,0.170673077,0.170673077,0.170673077,0.170673077,0.170673077,0.170673077,0.012019231,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0,0.002403846,0.002403846,0.002403846,0.009615385,0.007211538,0.007211538,0.007211538,0.007211538,0.007211538,0.007211538,0.007211538,0.197115385,0.194711538,0.194711538,0.197115385,0.189903846,0.189903846,0.194711538,0.185096154,0.192307692,0.194711538,0.197115385,0.192307692,0.192307692,0.192307692,0.192307692,0.192307692,0.192307692,0.192307692,0.192307692,0.194711538,0.21875,0.21875,0.216346154,0.216346154,0.221153846,0.21875,0.21875,0.21875,0.21875,0.21875,0.216346154,0.213942308,0.216346154,0.216346154,0.216346154,0.233173077,0.216346154,0.216346154,0.216346154,0.216346154,0.216346154,0.216346154,0.216346154,0.216346154,0.216346154,0.216346154
SRR11603182_GW-peel-3_NC_024458,0.430288462,0.411057692,0.459134615,0.478365385,0.461538462,0.463942308,0.463942308,0.408653846,0.423076923,0.399038462,0.375,0.40625,0.394230769,0.389423077,0.389423077,0.394230769,0.278846154,0.28125,0.28125,0.175480769,0.175480769,0.173076923,0.175480769,0.170673077,0.170673077,0.170673077,0.170673077,0.170673077,0.170673077,0.009615385,0,0,0,0,0,0,0,0.002403846,0,0,0,0.007211538,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.194711538,0.197115385,0.197115385,0.199519231,0.192307692,0.192307692,0.192307692,0.1875,0.194711538,0.192307692,0.194711538,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.192307692,0.216346154,0.216346154,0.213942308,0.213942308,0.21875,0.216346154,0.216346154,0.216346154,0.216346154,0.216346154,0.213942308,0.211538462,0.213942308,0.213942308,0.213942308,0.230769231,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308
SRR11603184_GW-peel-1_NC_024458,0.430288462,0.411057692,0.459134615,0.478365385,0.461538462,0.463942308,0.463942308,0.408653846,0.423076923,0.399038462,0.375,0.40625,0.394230769,0.389423077,0.389423077,0.394230769,0.278846154,0.28125,0.28125,0.175480769,0.175480769,0.173076923,0.175480769,0.170673077,0.170673077,0.170673077,0.170673077,0.170673077,0.170673077,0.009615385,0,0,0,0,0,0,0,0.002403846,0,0,0,0.007211538,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.194711538,0.197115385,0.197115385,0.199519231,0.192307692,0.192307692,0.192307692,0.1875,0.194711538,0.192307692,0.194711538,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.192307692,0.216346154,0.216346154,0.213942308,0.213942308,0.21875,0.216346154,0.216346154,0.216346154,0.216346154,0.216346154,0.213942308,0.211538462,0.213942308,0.213942308,0.213942308,0.230769231,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308
SRR11603183_GW-peel-2_NC_024458,0.430288462,0.411057692,0.459134615,0.478365385,0.461538462,0.463942308,0.463942308,0.408653846,0.423076923,0.399038462,0.375,0.40625,0.394230769,0.389423077,0.389423077,0.394230769,0.278846154,0.28125,0.28125,0.175480769,0.175480769,0.173076923,0.175480769,0.170673077,0.170673077,0.170673077,0.170673077,0.170673077,0.170673077,0.009615385,0,0,0,0,0,0,0,0.002403846,0,0,0,0.007211538,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.194711538,0.197115385,0.197115385,0.199519231,0.192307692,0.192307692,0.192307692,0.1875,0.194711538,0.192307692,0.194711538,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.189903846,0.192307692,0.216346154,0.216346154,0.213942308,0.213942308,0.21875,0.216346154,0.216346154,0.216346154,0.216346154,0.216346154,0.213942308,0.211538462,0.213942308,0.213942308,0.213942308,0.230769231,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308
SRR11190793_Plant_BR-2_NC_024458,0.435096154,0.413461538,0.463942308,0.485576923,0.46875,0.46875,0.46875,0.413461538,0.427884615,0.40625,0.382211538,0.411057692,0.399038462,0.394230769,0.394230769,0.399038462,0.28125,0.283653846,0.283653846,0.180288462,0.180288462,0.177884615,0.180288462,0.175480769,0.175480769,0.175480769,0.175480769,0.175480769,0.175480769,0.016826923,0.007211538,0.007211538,0.007211538,0.007211538,0.007211538,0.007211538,0.007211538,0.009615385,0.007211538,0.007211538,0.007211538,0,0.012019231,0.012019231,0.012019231,0.012019231,0.012019231,0.012019231,0.012019231,0.199519231,0.201923077,0.201923077,0.204326923,0.197115385,0.197115385,0.197115385,0.192307692,0.199519231,0.197115385,0.199519231,0.194711538,0.194711538,0.194711538,0.194711538,0.194711538,0.194711538,0.194711538,0.194711538,0.197115385,0.221153846,0.221153846,0.21875,0.21875,0.223557692,0.221153846,0.221153846,0.221153846,0.221153846,0.221153846,0.21875,0.216346154,0.21875,0.21875,0.21875,0.233173077,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875
SRR11190796_Plant_FR-2_NC_024458,0.430288462,0.411057692,0.461538462,0.478365385,0.461538462,0.466346154,0.466346154,0.413461538,0.420673077,0.401442308,0.375,0.403846154,0.389423077,0.384615385,0.384615385,0.389423077,0.28125,0.283653846,0.283653846,0.180288462,0.170673077,0.168269231,0.170673077,0.165865385,0.165865385,0.165865385,0.165865385,0.165865385,0.165865385,0.014423077,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.007211538,0.004807692,0.004807692,0.004807692,0.012019231,0,0,0.009615385,0.009615385,0.009615385,0.009615385,0.009615385,0.197115385,0.194711538,0.194711538,0.197115385,0.194711538,0.194711538,0.194711538,0.189903846,0.197115385,0.194711538,0.197115385,0.185096154,0.185096154,0.185096154,0.185096154,0.185096154,0.189903846,0.189903846,0.189903846,0.192307692,0.213942308,0.213942308,0.211538462,0.211538462,0.216346154,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.211538462,0.209134615,0.211538462,0.211538462,0.211538462,0.228365385,0.211538462,0.211538462,0.211538462,0.211538462,0.211538462,0.211538462,0.211538462,0.211538462,0.211538462,0.211538462
SRR11190797_Plant_FR-1_NC_024458,0.430288462,0.411057692,0.461538462,0.478365385,0.461538462,0.466346154,0.466346154,0.413461538,0.420673077,0.401442308,0.375,0.403846154,0.389423077,0.384615385,0.384615385,0.389423077,0.28125,0.283653846,0.283653846,0.180288462,0.170673077,0.168269231,0.170673077,0.165865385,0.165865385,0.165865385,0.165865385,0.165865385,0.165865385,0.014423077,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.007211538,0.004807692,0.004807692,0.004807692,0.012019231,0,0,0.009615385,0.009615385,0.009615385,0.009615385,0.009615385,0.197115385,0.194711538,0.194711538,0.197115385,0.194711538,0.194711538,0.194711538,0.189903846,0.197115385,0.194711538,0.197115385,0.185096154,0.185096154,0.185096154,0.185096154,0.185096154,0.189903846,0.189903846,0.189903846,0.192307692,0.213942308,0.213942308,0.211538462,0.211538462,0.216346154,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.211538462,0.209134615,0.211538462,0.211538462,0.211538462,0.228365385,0.211538462,0.211538462,0.211538462,0.211538462,0.211538462,0.211538462,0.211538462,0.211538462,0.211538462,0.211538462
SRR11603191_RR-peel-1_NC_024458,0.430288462,0.411057692,0.461538462,0.480769231,0.459134615,0.466346154,0.466346154,0.411057692,0.425480769,0.401442308,0.377403846,0.408653846,0.396634615,0.391826923,0.387019231,0.396634615,0.283653846,0.286057692,0.286057692,0.180288462,0.175480769,0.177884615,0.180288462,0.175480769,0.175480769,0.175480769,0.175480769,0.175480769,0.175480769,0.014423077,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.007211538,0.004807692,0.004807692,0.004807692,0.012019231,0.009615385,0.009615385,0,0,0,0,0,0.197115385,0.194711538,0.194711538,0.201923077,0.194711538,0.194711538,0.194711538,0.189903846,0.197115385,0.194711538,0.197115385,0.192307692,0.192307692,0.192307692,0.192307692,0.192307692,0.189903846,0.189903846,0.189903846,0.192307692,0.211538462,0.211538462,0.209134615,0.209134615,0.213942308,0.211538462,0.211538462,0.211538462,0.211538462,0.211538462,0.209134615,0.206730769,0.209134615,0.209134615,0.209134615,0.225961538,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615
SRR11603189_RR-peel-3_NC_024458,0.430288462,0.411057692,0.461538462,0.480769231,0.459134615,0.466346154,0.466346154,0.411057692,0.425480769,0.401442308,0.377403846,0.408653846,0.396634615,0.391826923,0.387019231,0.396634615,0.283653846,0.286057692,0.286057692,0.180288462,0.175480769,0.177884615,0.180288462,0.175480769,0.175480769,0.175480769,0.175480769,0.175480769,0.175480769,0.014423077,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.007211538,0.004807692,0.004807692,0.004807692,0.012019231,0.009615385,0.009615385,0,0,0,0,0,0.197115385,0.194711538,0.194711538,0.201923077,0.194711538,0.194711538,0.194711538,0.189903846,0.197115385,0.194711538,0.197115385,0.192307692,0.192307692,0.192307692,0.192307692,0.192307692,0.189903846,0.189903846,0.189903846,0.192307692,0.211538462,0.211538462,0.209134615,0.209134615,0.213942308,0.211538462,0.211538462,0.211538462,0.211538462,0.211538462,0.209134615,0.206730769,0.209134615,0.209134615,0.209134615,0.225961538,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615
SRR11603187_RR-pulp-2_NC_024458,0.430288462,0.411057692,0.461538462,0.480769231,0.459134615,0.466346154,0.466346154,0.411057692,0.425480769,0.401442308,0.377403846,0.408653846,0.396634615,0.391826923,0.387019231,0.396634615,0.283653846,0.286057692,0.286057692,0.180288462,0.175480769,0.177884615,0.180288462,0.175480769,0.175480769,0.175480769,0.175480769,0.175480769,0.175480769,0.014423077,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.007211538,0.004807692,0.004807692,0.004807692,0.012019231,0.009615385,0.009615385,0,0,0,0,0,0.197115385,0.194711538,0.194711538,0.201923077,0.194711538,0.194711538,0.194711538,0.189903846,0.197115385,0.194711538,0.197115385,0.192307692,0.192307692,0.192307692,0.192307692,0.192307692,0.189903846,0.189903846,0.189903846,0.192307692,0.211538462,0.211538462,0.209134615,0.209134615,0.213942308,0.211538462,0.211538462,0.211538462,0.211538462,0.211538462,0.209134615,0.206730769,0.209134615,0.209134615,0.209134615,0.225961538,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615
SRR11603186_RR-pulp-3_NC_024458,0.430288462,0.411057692,0.461538462,0.480769231,0.459134615,0.466346154,0.466346154,0.411057692,0.425480769,0.401442308,0.377403846,0.408653846,0.396634615,0.391826923,0.387019231,0.396634615,0.283653846,0.286057692,0.286057692,0.180288462,0.175480769,0.177884615,0.180288462,0.175480769,0.175480769,0.175480769,0.175480769,0.175480769,0.175480769,0.014423077,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.007211538,0.004807692,0.004807692,0.004807692,0.012019231,0.009615385,0.009615385,0,0,0,0,0,0.197115385,0.194711538,0.194711538,0.201923077,0.194711538,0.194711538,0.194711538,0.189903846,0.197115385,0.194711538,0.197115385,0.192307692,0.192307692,0.192307692,0.192307692,0.192307692,0.189903846,0.189903846,0.189903846,0.192307692,0.211538462,0.211538462,0.209134615,0.209134615,0.213942308,0.211538462,0.211538462,0.211538462,0.211538462,0.211538462,0.209134615,0.206730769,0.209134615,0.209134615,0.209134615,0.225961538,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615
SRR11603190_RR-peel-2_NC_024458,0.430288462,0.411057692,0.461538462,0.480769231,0.459134615,0.466346154,0.466346154,0.411057692,0.425480769,0.401442308,0.377403846,0.408653846,0.396634615,0.391826923,0.387019231,0.396634615,0.283653846,0.286057692,0.286057692,0.180288462,0.175480769,0.177884615,0.180288462,0.175480769,0.175480769,0.175480769,0.175480769,0.175480769,0.175480769,0.014423077,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.007211538,0.004807692,0.004807692,0.004807692,0.012019231,0.009615385,0.009615385,0,0,0,0,0,0.197115385,0.194711538,0.194711538,0.201923077,0.194711538,0.194711538,0.194711538,0.189903846,0.197115385,0.194711538,0.197115385,0.192307692,0.192307692,0.192307692,0.192307692,0.192307692,0.189903846,0.189903846,0.189903846,0.192307692,0.211538462,0.211538462,0.209134615,0.209134615,0.213942308,0.211538462,0.211538462,0.211538462,0.211538462,0.211538462,0.209134615,0.206730769,0.209134615,0.209134615,0.209134615,0.225961538,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615
KM288845,0.463942308,0.442307692,0.451923077,0.456730769,0.444711538,0.451923077,0.451923077,0.418269231,0.425480769,0.40625,0.387019231,0.425480769,0.425480769,0.420673077,0.420673077,0.420673077,0.278846154,0.290865385,0.290865385,0.197115385,0.211538462,0.209134615,0.204326923,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.192307692,0.194711538,0.194711538,0.194711538,0.194711538,0.194711538,0.194711538,0.194711538,0.197115385,0.194711538,0.194711538,0.194711538,0.199519231,0.197115385,0.197115385,0.197115385,0.197115385,0.197115385,0.197115385,0.197115385,0,0.072115385,0.072115385,0.069711538,0.069711538,0.069711538,0.067307692,0.074519231,0.072115385,0.064903846,0.069711538,0.072115385,0.072115385,0.072115385,0.072115385,0.072115385,0.175480769,0.175480769,0.177884615,0.177884615,0.177884615,0.177884615,0.180288462,0.180288462,0.185096154,0.182692308,0.182692308,0.182692308,0.182692308,0.182692308,0.180288462,0.180288462,0.180288462,0.180288462,0.180288462,0.194711538,0.180288462,0.180288462,0.180288462,0.180288462,0.180288462,0.180288462,0.180288462,0.180288462,0.180288462,0.180288462
SRR11190798_Plant_DH-3_NC_006059,0.454326923,0.430288462,0.454326923,0.461538462,0.447115385,0.447115385,0.447115385,0.415865385,0.413461538,0.415865385,0.382211538,0.420673077,0.418269231,0.411057692,0.40625,0.408653846,0.295673077,0.290865385,0.290865385,0.206730769,0.206730769,0.213942308,0.209134615,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.194711538,0.197115385,0.197115385,0.197115385,0.197115385,0.197115385,0.197115385,0.197115385,0.194711538,0.197115385,0.197115385,0.197115385,0.201923077,0.194711538,0.194711538,0.194711538,0.194711538,0.194711538,0.194711538,0.194711538,0.072115385,0,0,0.009615385,0.009615385,0.009615385,0.019230769,0.019230769,0.012019231,0.014423077,0.019230769,0.014423077,0.014423077,0.014423077,0.014423077,0.014423077,0.165865385,0.168269231,0.168269231,0.168269231,0.144230769,0.144230769,0.146634615,0.146634615,0.151442308,0.149038462,0.149038462,0.149038462,0.149038462,0.149038462,0.146634615,0.146634615,0.146634615,0.146634615,0.146634615,0.165865385,0.146634615,0.146634615,0.146634615,0.146634615,0.146634615,0.146634615,0.146634615,0.146634615,0.146634615,0.146634615
SRR11190801_Plant_DH-2_NC_006059,0.454326923,0.430288462,0.454326923,0.461538462,0.447115385,0.447115385,0.447115385,0.415865385,0.413461538,0.415865385,0.382211538,0.420673077,0.418269231,0.411057692,0.40625,0.408653846,0.295673077,0.290865385,0.290865385,0.206730769,0.206730769,0.213942308,0.209134615,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.194711538,0.197115385,0.197115385,0.197115385,0.197115385,0.197115385,0.197115385,0.197115385,0.194711538,0.197115385,0.197115385,0.197115385,0.201923077,0.194711538,0.194711538,0.194711538,0.194711538,0.194711538,0.194711538,0.194711538,0.072115385,0,0,0.009615385,0.009615385,0.009615385,0.019230769,0.019230769,0.012019231,0.014423077,0.019230769,0.014423077,0.014423077,0.014423077,0.014423077,0.014423077,0.165865385,0.168269231,0.168269231,0.168269231,0.144230769,0.144230769,0.146634615,0.146634615,0.151442308,0.149038462,0.149038462,0.149038462,0.149038462,0.149038462,0.146634615,0.146634615,0.146634615,0.146634615,0.146634615,0.165865385,0.146634615,0.146634615,0.146634615,0.146634615,0.146634615,0.146634615,0.146634615,0.146634615,0.146634615,0.146634615
