,SRR11190798_Plant_DH-3_NC_011659,SRR11190801_Plant_DH-2_NC_011659,SRR11190802_Plant_DH-1_NC_011659,SRR11603187_RR-pulp-2_NC_011659,SRR11603184_GW-peel-1_NC_011659,SRR11603189_RR-peel-3_NC_011659,SRR11603183_GW-peel-2_NC_011659,Schlumbergera_virus_X_Strain_K11,Schlumbergera_virus_X_KP090203,Schlumbergera_virus_X_KU854929,Opuntia_virus_X_KY348771,Plantago_asiatica_mosaic_virus_KT717325,Plantago_asiatica_mosaic_virus_KU159093,Hydrangea_ringspot_virus,SRR11603191_RR-peel-1_NC_024458,SRR11603186_RR-pulp-3_NC_024458,SRR11603190_RR-peel-2_NC_024458,SRR11190802_Plant_DH-1_NC_024458,SRR11190800_Plant_BSJ-2_NC_024458,SRR11603189_RR-peel-3_NC_024458,SRR11190796_Plant_FR-2_NC_024458,SRR11603187_RR-pulp-2_NC_024458,SRR11190791_Plant_BSJ-1_NC_024458,SRR11190798_Plant_DH-3_NC_024458,SRR11190801_Plant_DH-2_NC_024458,SRR11190797_Plant_FR-1_NC_024458,SRR11190799_Plant_BSJ-3_NC_024458,SRR11603184_GW-peel-1_NC_024458,SRR11190795_Plant_FR-3_NC_024458,SRR11190793_Plant_BR-2_NC_024458,SRR11603183_GW-peel-2_NC_024458,SRR11603182_GW-peel-3_NC_024458,Pitaya_virus_X,Clover_yellow_mosaic_virus,Cactus_virus_X_SCM51431,Alternanthera_mosaic_virus_AY863024,Alternanthera_mosaic_virus_GQ179647,Alternanthera_mosaic_virus_GQ179646,Alternanthera_mosaic_virus_FJ822136,Alternanthera_mosaic_virus_MH423501,Alternanthera_mosaic_virus_LC107515,Nandina_mosaic_virus,Plantago_asiatica_mosaic_virus_LC155795,Plantago_asiatica_mosaic_virus_KU697313,KM288843,Cactus_virus_X_KM288847.1,Cactus_virus_X_KM365479.1,Cactus_virus_X_KM288846.1,KM288842,KM288844,KM288845,Cactus_virus_X_AF308158.2,Cactus_virus_X_LC128411.1,Schlumbergera_truncata_15H04_cons,Schlumbergera_truncata_15H06_cons,Schlumbergera_truncata_15H03_cons,SRR11603186_RR-pulp-3_NC_006059,SRR11603186_RR-pulp-3_NC_002815,SRR11603182_GW-peel-3_NC_002815,SRR11190791_Plant_BSJ-1_NC_002815,SRR11190800_Plant_BSJ-2_NC_002815,SRR11190799_Plant_BSJ-3_NC_002815,SRR11190795_Plant_FR-3_NC_002815,SRR11190798_Plant_DH-3_NC_002815,SRR11190796_Plant_FR-2_NC_002815,SRR11190797_Plant_FR-1_NC_002815,SRR11603191_RR-peel-1_NC_002815,SRR11190793_Plant_BR-2_NC_002815,SRR11190802_Plant_DH-1_NC_002815,SRR11190801_Plant_DH-2_NC_002815,SRR11603190_RR-peel-2_NC_002815,SRR11603189_RR-peel-3_NC_006059,SRR11603187_RR-pulp-2_NC_006059,SRR11603190_RR-peel-2_NC_006059,SRR11603191_RR-peel-1_NC_006059,SRR11603187_RR-pulp-2_NC_002815,SRR11603184_GW-peel-1_NC_002815,SRR11603183_GW-peel-2_NC_002815,SRR11603189_RR-peel-3_NC_002815,Schlumbergera_truncata_19JSF_sty_NC_002815,SRR11190792_Plant_BR-3_NC_002815,SRR11190796_Plant_FR-2_NC_006059,SRR11190798_Plant_DH-3_NC_006059,SRR11190801_Plant_DH-2_NC_006059,SRR11190802_Plant_DH-1_NC_006059,SRR11190797_Plant_FR-1_NC_006059,Cactus_virus_X_JF937699.1,Zygocactus_virus_X_Strain_B1,Zygocactus_virus_X_JF930326.1,MG210801,Opuntia_virus_Strain_CC10,Opuntia_virus_X_KU854931,Papaya_mosaic_virus,Babaco_mosaic_virus,Senna_mosaic_virus
SRR11603182_GW-peel-3_NC_024458,0.204162537,0.204162537,0.207135778,0.204162537,0.204162537,0.204162537,0.204162537,0.211100099,0.209117939,0.219028741,0.302279485,0.425173439,0.425173439,0.426164519,0.002973241,0.002973241,0.002973241,0,0.004955401,0.002973241,0.001982161,0.002973241,0.004955401,0,0,0.001982161,0.004955401,0,0.00099108,0.002973241,0,0,0.00099108,0.440039643,0.208126858,0.421209118,0.420218038,0.419226957,0.421209118,0.426164519,0.403369673,0.432111001,0.42913776,0.435084242,0.217046581,0.211100099,0.228939544,0.210109019,0.218037661,0.211100099,0.221010902,0.236868186,0.232903865,0.233894945,0.233894945,0.235877106,0.212091179,0.230921705,0.229930624,0.228939544,0.228939544,0.228939544,0.227948464,0.229930624,0.229930624,0.229930624,0.230921705,0.228939544,0.229930624,0.229930624,0.230921705,0.212091179,0.212091179,0.212091179,0.21308226,0.230921705,0.229930624,0.229930624,0.230921705,0.234886026,0.229930624,0.2160555,0.2160555,0.2160555,0.2160555,0.2160555,0.208126858,0.221010902,0.220019822,0.006937562,0.303270565,0.302279485,0.42913776,0.434093162,0.419226957
Pitaya_virus_X,0.204162537,0.204162537,0.207135778,0.204162537,0.204162537,0.204162537,0.204162537,0.211100099,0.209117939,0.220019822,0.302279485,0.426164519,0.426164519,0.426164519,0.003964321,0.003964321,0.003964321,0.00099108,0.005946482,0.003964321,0.002973241,0.003964321,0.005946482,0.00099108,0.00099108,0.002973241,0.005946482,0.00099108,0.001982161,0.003964321,0.00099108,0.00099108,0,0.440039643,0.209117939,0.422200198,0.421209118,0.420218038,0.422200198,0.4271556,0.404360753,0.433102081,0.43012884,0.436075322,0.218037661,0.212091179,0.229930624,0.211100099,0.219028741,0.210109019,0.222001982,0.237859267,0.233894945,0.234886026,0.234886026,0.236868186,0.21308226,0.231912785,0.230921705,0.229930624,0.229930624,0.229930624,0.228939544,0.230921705,0.230921705,0.230921705,0.231912785,0.229930624,0.230921705,0.230921705,0.231912785,0.21308226,0.21308226,0.21308226,0.21407334,0.231912785,0.230921705,0.230921705,0.231912785,0.235877106,0.230921705,0.21506442,0.21506442,0.21506442,0.21506442,0.21506442,0.209117939,0.222001982,0.219028741,0.007928642,0.303270565,0.302279485,0.42913776,0.434093162,0.419226957
Clover_yellow_mosaic_virus,0.433102081,0.433102081,0.433102081,0.433102081,0.433102081,0.433102081,0.433102081,0.437066402,0.438057483,0.443012884,0.435084242,0.458870168,0.453914767,0.415262636,0.440039643,0.440039643,0.440039643,0.440039643,0.440039643,0.440039643,0.440039643,0.440039643,0.440039643,0.440039643,0.440039643,0.440039643,0.440039643,0.440039643,0.439048563,0.442021804,0.440039643,0.440039643,0.440039643,0,0.438057483,0.42814668,0.424182359,0.423191278,0.425173439,0.42814668,0.431119921,0.451932607,0.459861249,0.457879088,0.452923687,0.438057483,0.441030723,0.438057483,0.450941526,0.447968285,0.460852329,0.448959366,0.444003964,0.438057483,0.438057483,0.442021804,0.447968285,0.442021804,0.442021804,0.443012884,0.443012884,0.443012884,0.441030723,0.442021804,0.442021804,0.442021804,0.442021804,0.442021804,0.442021804,0.442021804,0.442021804,0.447968285,0.447968285,0.447968285,0.446977205,0.442021804,0.442021804,0.442021804,0.442021804,0.440039643,0.442021804,0.449950446,0.451932607,0.451932607,0.448959366,0.449950446,0.438057483,0.447968285,0.453914767,0.440039643,0.437066402,0.435084242,0.456888008,0.457879088,0.445986125
Cactus_virus_X_SCM51431,0.219028741,0.219028741,0.222001982,0.219028741,0.219028741,0.219028741,0.219028741,0.222001982,0.222001982,0.217046581,0.312190287,0.436075322,0.441030723,0.422200198,0.207135778,0.207135778,0.207135778,0.208126858,0.212091179,0.207135778,0.208126858,0.207135778,0.212091179,0.208126858,0.208126858,0.208126858,0.212091179,0.208126858,0.209117939,0.210109019,0.208126858,0.208126858,0.209117939,0.438057483,0,0.426164519,0.42814668,0.43012884,0.425173439,0.42913776,0.431119921,0.442021804,0.441030723,0.444003964,0.192269574,0.005946482,0.134786918,0.009910803,0.193260654,0.197224975,0.201189296,0.14172448,0.134786918,0.137760159,0.138751239,0.139742319,0.191278494,0.131813677,0.132804757,0.133795837,0.133795837,0.133795837,0.131813677,0.132804757,0.132804757,0.132804757,0.131813677,0.131813677,0.132804757,0.132804757,0.131813677,0.191278494,0.191278494,0.191278494,0.192269574,0.131813677,0.132804757,0.132804757,0.131813677,0.137760159,0.132804757,0.194251734,0.193260654,0.193260654,0.189296333,0.194251734,0.004955401,0.194251734,0.198216056,0.206144698,0.313181368,0.312190287,0.443012884,0.437066402,0.433102081
Alternanthera_mosaic_virus_AY863024,0.432111001,0.432111001,0.432111001,0.432111001,0.432111001,0.432111001,0.432111001,0.435084242,0.431119921,0.420218038,0.455896928,0.477700694,0.477700694,0.42814668,0.420218038,0.420218038,0.420218038,0.421209118,0.422200198,0.420218038,0.419226957,0.420218038,0.422200198,0.421209118,0.421209118,0.419226957,0.422200198,0.421209118,0.421209118,0.423191278,0.421209118,0.421209118,0.422200198,0.42814668,0.426164519,0,0.027750248,0.028741328,0.03666997,0.041625372,0.169474727,0.46580773,0.453914767,0.466798811,0.431119921,0.424182359,0.434093162,0.424182359,0.431119921,0.42913776,0.432111001,0.442021804,0.435084242,0.437066402,0.438057483,0.439048563,0.42814668,0.435084242,0.435084242,0.434093162,0.434093162,0.434093162,0.435084242,0.435084242,0.435084242,0.435084242,0.435084242,0.436075322,0.435084242,0.435084242,0.435084242,0.42814668,0.42814668,0.42814668,0.4271556,0.435084242,0.435084242,0.435084242,0.435084242,0.437066402,0.435084242,0.42913776,0.42814668,0.42814668,0.42814668,0.42913776,0.423191278,0.423191278,0.42913776,0.417244797,0.455896928,0.455896928,0.337958375,0.32309217,0.315163528
Alternanthera_mosaic_virus_GQ179647,0.42814668,0.42814668,0.43012884,0.42814668,0.42814668,0.42814668,0.42814668,0.431119921,0.4271556,0.425173439,0.451932607,0.471754212,0.473736373,0.43012884,0.421209118,0.421209118,0.421209118,0.420218038,0.421209118,0.421209118,0.418235877,0.421209118,0.421209118,0.420218038,0.420218038,0.418235877,0.421209118,0.420218038,0.420218038,0.422200198,0.420218038,0.420218038,0.421209118,0.424182359,0.42814668,0.027750248,0,0.004955401,0.037661051,0.044598612,0.173439049,0.458870168,0.452923687,0.46481665,0.432111001,0.42814668,0.433102081,0.426164519,0.43012884,0.432111001,0.431119921,0.441030723,0.434093162,0.434093162,0.435084242,0.436075322,0.4271556,0.434093162,0.434093162,0.433102081,0.433102081,0.433102081,0.433102081,0.434093162,0.434093162,0.434093162,0.434093162,0.435084242,0.434093162,0.434093162,0.434093162,0.4271556,0.4271556,0.4271556,0.426164519,0.434093162,0.434093162,0.434093162,0.434093162,0.434093162,0.434093162,0.43012884,0.42913776,0.42913776,0.42913776,0.43012884,0.425173439,0.424182359,0.432111001,0.416253717,0.451932607,0.451932607,0.332011893,0.32309217,0.315163528
Alternanthera_mosaic_virus_GQ179646,0.43012884,0.43012884,0.432111001,0.43012884,0.43012884,0.43012884,0.43012884,0.433102081,0.42913776,0.426164519,0.452923687,0.474727453,0.476709613,0.432111001,0.420218038,0.420218038,0.420218038,0.419226957,0.420218038,0.420218038,0.417244797,0.420218038,0.420218038,0.419226957,0.419226957,0.417244797,0.420218038,0.419226957,0.419226957,0.421209118,0.419226957,0.419226957,0.420218038,0.423191278,0.43012884,0.028741328,0.004955401,0,0.038652131,0.045589693,0.173439049,0.461843409,0.452923687,0.46580773,0.434093162,0.43012884,0.434093162,0.42814668,0.432111001,0.434093162,0.432111001,0.442021804,0.435084242,0.435084242,0.436075322,0.437066402,0.4271556,0.435084242,0.435084242,0.434093162,0.434093162,0.434093162,0.434093162,0.435084242,0.435084242,0.435084242,0.435084242,0.436075322,0.435084242,0.435084242,0.435084242,0.4271556,0.4271556,0.4271556,0.426164519,0.435084242,0.435084242,0.435084242,0.435084242,0.435084242,0.435084242,0.432111001,0.431119921,0.431119921,0.431119921,0.432111001,0.4271556,0.426164519,0.434093162,0.415262636,0.452923687,0.452923687,0.333002973,0.324083251,0.315163528
Alternanthera_mosaic_virus_FJ822136,0.426164519,0.426164519,0.42814668,0.426164519,0.426164519,0.426164519,0.426164519,0.42814668,0.424182359,0.426164519,0.456888008,0.474727453,0.476709613,0.432111001,0.422200198,0.422200198,0.422200198,0.421209118,0.422200198,0.422200198,0.419226957,0.422200198,0.422200198,0.421209118,0.421209118,0.419226957,0.422200198,0.421209118,0.421209118,0.423191278,0.421209118,0.421209118,0.422200198,0.425173439,0.425173439,0.03666997,0.037661051,0.038652131,0,0.03666997,0.166501487,0.46481665,0.456888008,0.466798811,0.438057483,0.423191278,0.433102081,0.425173439,0.436075322,0.433102081,0.431119921,0.441030723,0.434093162,0.433102081,0.434093162,0.437066402,0.435084242,0.434093162,0.434093162,0.433102081,0.433102081,0.433102081,0.432111001,0.434093162,0.434093162,0.434093162,0.434093162,0.435084242,0.434093162,0.434093162,0.434093162,0.435084242,0.435084242,0.435084242,0.434093162,0.434093162,0.434093162,0.434093162,0.434093162,0.433102081,0.434093162,0.436075322,0.435084242,0.435084242,0.435084242,0.436075322,0.424182359,0.43012884,0.438057483,0.417244797,0.452923687,0.456888008,0.336967294,0.329038652,0.315163528
Alternanthera_mosaic_virus_MH423501,0.436075322,0.436075322,0.438057483,0.436075322,0.436075322,0.436075322,0.436075322,0.439048563,0.435084242,0.435084242,0.455896928,0.470763132,0.470763132,0.431119921,0.4271556,0.4271556,0.4271556,0.426164519,0.4271556,0.4271556,0.425173439,0.4271556,0.4271556,0.426164519,0.426164519,0.425173439,0.4271556,0.426164519,0.426164519,0.42814668,0.426164519,0.426164519,0.4271556,0.42814668,0.42913776,0.041625372,0.044598612,0.045589693,0.03666997,0,0.172447968,0.46283449,0.451932607,0.46580773,0.436075322,0.425173439,0.439048563,0.4271556,0.434093162,0.433102081,0.432111001,0.445986125,0.440039643,0.440039643,0.439048563,0.444003964,0.434093162,0.440039643,0.440039643,0.439048563,0.439048563,0.439048563,0.439048563,0.440039643,0.440039643,0.440039643,0.440039643,0.441030723,0.440039643,0.440039643,0.440039643,0.434093162,0.434093162,0.434093162,0.433102081,0.440039643,0.440039643,0.440039643,0.440039643,0.440039643,0.440039643,0.434093162,0.433102081,0.433102081,0.433102081,0.434093162,0.426164519,0.42814668,0.434093162,0.422200198,0.451932607,0.455896928,0.336967294,0.329038652,0.314172448
Alternanthera_mosaic_virus_LC107515,0.433102081,0.433102081,0.434093162,0.433102081,0.433102081,0.433102081,0.433102081,0.431119921,0.433102081,0.424182359,0.454905847,0.467789891,0.468780971,0.419226957,0.405351833,0.405351833,0.405351833,0.403369673,0.405351833,0.405351833,0.403369673,0.405351833,0.405351833,0.403369673,0.403369673,0.403369673,0.405351833,0.403369673,0.403369673,0.406342914,0.403369673,0.403369673,0.404360753,0.431119921,0.431119921,0.169474727,0.173439049,0.173439049,0.166501487,0.172447968,0,0.46283449,0.450941526,0.452923687,0.409316155,0.43012884,0.42913776,0.431119921,0.407333994,0.405351833,0.418235877,0.437066402,0.42814668,0.425173439,0.424182359,0.425173439,0.404360753,0.42913776,0.42913776,0.42814668,0.42814668,0.42814668,0.426164519,0.42913776,0.42913776,0.42913776,0.42913776,0.42814668,0.42913776,0.42913776,0.42913776,0.404360753,0.404360753,0.404360753,0.404360753,0.42913776,0.42913776,0.42913776,0.42913776,0.426164519,0.42913776,0.409316155,0.415262636,0.415262636,0.410307235,0.409316155,0.42913776,0.406342914,0.412289395,0.402378593,0.450941526,0.454905847,0.313181368,0.32309217,0.32309217
Nandina_mosaic_virus,0.445986125,0.445986125,0.446977205,0.445986125,0.445986125,0.445986125,0.445986125,0.447968285,0.446977205,0.442021804,0.450941526,0.155599604,0.158572844,0.413280476,0.433102081,0.433102081,0.433102081,0.432111001,0.434093162,0.433102081,0.432111001,0.433102081,0.434093162,0.432111001,0.432111001,0.432111001,0.434093162,0.432111001,0.432111001,0.435084242,0.432111001,0.432111001,0.433102081,0.451932607,0.442021804,0.46580773,0.458870168,0.461843409,0.46481665,0.46283449,0.46283449,0,0.147670961,0.146679881,0.455896928,0.442021804,0.450941526,0.437066402,0.455896928,0.455896928,0.444995045,0.454905847,0.454905847,0.450941526,0.451932607,0.453914767,0.450941526,0.452923687,0.451932607,0.452923687,0.452923687,0.452923687,0.449950446,0.451932607,0.451932607,0.451932607,0.452923687,0.450941526,0.451932607,0.451932607,0.452923687,0.450941526,0.450941526,0.450941526,0.450941526,0.452923687,0.451932607,0.451932607,0.452923687,0.452923687,0.451932607,0.454905847,0.457879088,0.457879088,0.453914767,0.454905847,0.440039643,0.449950446,0.456888008,0.431119921,0.445986125,0.450941526,0.475718533,0.478691774,0.471754212
Plantago_asiatica_mosaic_virus_LC155795,0.431119921,0.431119921,0.435084242,0.431119921,0.431119921,0.431119921,0.431119921,0.433102081,0.432111001,0.431119921,0.439048563,0.158572844,0.156590684,0.432111001,0.42814668,0.42814668,0.42814668,0.42913776,0.4271556,0.42814668,0.42913776,0.42814668,0.4271556,0.42913776,0.42913776,0.42913776,0.4271556,0.42913776,0.42913776,0.432111001,0.42913776,0.42913776,0.43012884,0.459861249,0.441030723,0.453914767,0.452923687,0.452923687,0.456888008,0.451932607,0.450941526,0.147670961,0,0.159563925,0.442021804,0.438057483,0.443012884,0.436075322,0.442021804,0.439048563,0.43012884,0.449950446,0.444995045,0.440039643,0.441030723,0.444003964,0.434093162,0.444003964,0.444003964,0.443012884,0.443012884,0.443012884,0.443012884,0.444003964,0.444003964,0.444003964,0.444003964,0.444003964,0.444003964,0.444003964,0.444003964,0.434093162,0.434093162,0.434093162,0.434093162,0.444003964,0.444003964,0.444003964,0.444003964,0.442021804,0.444003964,0.441030723,0.443012884,0.443012884,0.441030723,0.441030723,0.438057483,0.438057483,0.442021804,0.42913776,0.437066402,0.439048563,0.466798811,0.469772052,0.466798811
Plantago_asiatica_mosaic_virus_KU697313,0.441030723,0.441030723,0.444003964,0.441030723,0.441030723,0.441030723,0.441030723,0.442021804,0.442021804,0.436075322,0.457879088,0.140733399,0.14271556,0.4271556,0.436075322,0.436075322,0.436075322,0.435084242,0.435084242,0.436075322,0.436075322,0.436075322,0.435084242,0.435084242,0.435084242,0.436075322,0.435084242,0.435084242,0.435084242,0.437066402,0.435084242,0.435084242,0.436075322,0.457879088,0.444003964,0.466798811,0.46481665,0.46580773,0.466798811,0.46580773,0.452923687,0.146679881,0.159563925,0,0.446977205,0.444003964,0.448959366,0.443012884,0.447968285,0.446977205,0.439048563,0.451932607,0.451932607,0.447968285,0.447968285,0.449950446,0.444995045,0.450941526,0.449950446,0.450941526,0.450941526,0.450941526,0.446977205,0.449950446,0.449950446,0.449950446,0.450941526,0.449950446,0.449950446,0.449950446,0.450941526,0.444995045,0.444995045,0.444995045,0.444995045,0.450941526,0.449950446,0.449950446,0.450941526,0.449950446,0.449950446,0.446977205,0.444003964,0.444003964,0.444995045,0.446977205,0.441030723,0.444995045,0.447968285,0.434093162,0.455896928,0.457879088,0.486620416,0.483647175,0.46580773
KM288843,0.230921705,0.230921705,0.230921705,0.230921705,0.230921705,0.230921705,0.230921705,0.233894945,0.234886026,0.229930624,0.315163528,0.446977205,0.445986125,0.426164519,0.217046581,0.217046581,0.217046581,0.217046581,0.219028741,0.217046581,0.218037661,0.217046581,0.219028741,0.217046581,0.217046581,0.218037661,0.219028741,0.217046581,0.2160555,0.219028741,0.217046581,0.217046581,0.218037661,0.452923687,0.192269574,0.431119921,0.432111001,0.434093162,0.438057483,0.436075322,0.409316155,0.455896928,0.442021804,0.446977205,0,0.193260654,0.17938553,0.192269574,0.005946482,0.014866204,0.097125867,0.188305253,0.180376611,0.17839445,0.17839445,0.17938553,0.014866204,0.17938553,0.17839445,0.17938553,0.17938553,0.17938553,0.17839445,0.17839445,0.17839445,0.17839445,0.17938553,0.17740337,0.17839445,0.17839445,0.17938553,0.014866204,0.014866204,0.014866204,0.013875124,0.17938553,0.17839445,0.17839445,0.17938553,0.17740337,0.17839445,0.005946482,0.010901883,0.010901883,0.014866204,0.005946482,0.189296333,0.018830525,0.009910803,0.2160555,0.32111001,0.315163528,0.436075322,0.431119921,0.434093162
Cactus_virus_X_KM288847.1,0.219028741,0.219028741,0.222001982,0.219028741,0.219028741,0.219028741,0.219028741,0.222001982,0.222001982,0.218037661,0.313181368,0.434093162,0.439048563,0.423191278,0.210109019,0.210109019,0.210109019,0.211100099,0.21506442,0.210109019,0.211100099,0.210109019,0.21506442,0.211100099,0.211100099,0.211100099,0.21506442,0.211100099,0.212091179,0.21308226,0.211100099,0.211100099,0.212091179,0.438057483,0.005946482,0.424182359,0.42814668,0.43012884,0.423191278,0.425173439,0.43012884,0.442021804,0.438057483,0.444003964,0.193260654,0,0.134786918,0.011892963,0.194251734,0.200198216,0.203171457,0.14172448,0.134786918,0.137760159,0.138751239,0.139742319,0.194251734,0.131813677,0.132804757,0.133795837,0.133795837,0.133795837,0.131813677,0.132804757,0.132804757,0.132804757,0.131813677,0.131813677,0.132804757,0.132804757,0.131813677,0.194251734,0.194251734,0.194251734,0.195242815,0.131813677,0.132804757,0.132804757,0.131813677,0.137760159,0.132804757,0.197224975,0.196233895,0.196233895,0.192269574,0.197224975,0.006937562,0.197224975,0.199207136,0.209117939,0.312190287,0.313181368,0.443012884,0.437066402,0.432111001
Cactus_virus_X_KM365479.1,0.218037661,0.218037661,0.218037661,0.218037661,0.218037661,0.218037661,0.218037661,0.221010902,0.220019822,0.221010902,0.317145689,0.436075322,0.438057483,0.413280476,0.225966303,0.225966303,0.225966303,0.228939544,0.231912785,0.225966303,0.227948464,0.225966303,0.231912785,0.228939544,0.228939544,0.227948464,0.231912785,0.228939544,0.229930624,0.230921705,0.228939544,0.228939544,0.229930624,0.441030723,0.134786918,0.434093162,0.433102081,0.434093162,0.433102081,0.439048563,0.42913776,0.450941526,0.443012884,0.448959366,0.17938553,0.134786918,0,0.133795837,0.181367691,0.17839445,0.205153617,0.012884044,0.006937562,0.010901883,0.012884044,0.013875124,0.180376611,0.002973241,0.001982161,0.002973241,0.002973241,0.002973241,0.004955401,0.001982161,0.001982161,0.001982161,0.002973241,0.002973241,0.001982161,0.001982161,0.002973241,0.180376611,0.180376611,0.180376611,0.181367691,0.002973241,0.001982161,0.001982161,0.002973241,0.008919722,0.001982161,0.181367691,0.17839445,0.17839445,0.17740337,0.181367691,0.129831516,0.184340932,0.182358771,0.225966303,0.32111001,0.317145689,0.431119921,0.435084242,0.43012884
Cactus_virus_X_KM288846.1,0.222993062,0.222993062,0.225966303,0.222993062,0.222993062,0.222993062,0.222993062,0.225966303,0.223984143,0.221010902,0.310208127,0.437066402,0.442021804,0.417244797,0.209117939,0.209117939,0.209117939,0.210109019,0.21407334,0.209117939,0.210109019,0.209117939,0.21407334,0.210109019,0.210109019,0.210109019,0.21407334,0.210109019,0.211100099,0.212091179,0.210109019,0.210109019,0.211100099,0.438057483,0.009910803,0.424182359,0.426164519,0.42814668,0.425173439,0.4271556,0.431119921,0.437066402,0.436075322,0.443012884,0.192269574,0.011892963,0.133795837,0,0.193260654,0.199207136,0.200198216,0.140733399,0.133795837,0.136769078,0.137760159,0.138751239,0.193260654,0.130822597,0.131813677,0.132804757,0.132804757,0.132804757,0.130822597,0.131813677,0.131813677,0.131813677,0.130822597,0.130822597,0.131813677,0.131813677,0.130822597,0.193260654,0.193260654,0.193260654,0.194251734,0.130822597,0.131813677,0.131813677,0.130822597,0.136769078,0.131813677,0.196233895,0.195242815,0.195242815,0.191278494,0.196233895,0.006937562,0.194251734,0.200198216,0.208126858,0.309217047,0.310208127,0.442021804,0.439048563,0.431119921
KM288842,0.229930624,0.229930624,0.229930624,0.229930624,0.229930624,0.229930624,0.229930624,0.232903865,0.233894945,0.228939544,0.314172448,0.446977205,0.445986125,0.4271556,0.218037661,0.218037661,0.218037661,0.218037661,0.220019822,0.218037661,0.219028741,0.218037661,0.220019822,0.218037661,0.218037661,0.219028741,0.220019822,0.218037661,0.217046581,0.220019822,0.218037661,0.218037661,0.219028741,0.450941526,0.193260654,0.431119921,0.43012884,0.432111001,0.436075322,0.434093162,0.407333994,0.455896928,0.442021804,0.447968285,0.005946482,0.194251734,0.181367691,0.193260654,0,0.016848365,0.099108028,0.190287413,0.182358771,0.180376611,0.180376611,0.181367691,0.016848365,0.181367691,0.180376611,0.181367691,0.181367691,0.181367691,0.17938553,0.180376611,0.180376611,0.180376611,0.181367691,0.17938553,0.180376611,0.180376611,0.181367691,0.016848365,0.016848365,0.016848365,0.015857284,0.181367691,0.180376611,0.180376611,0.181367691,0.17938553,0.180376611,0.007928642,0.014866204,0.014866204,0.016848365,0.007928642,0.190287413,0.020812686,0.013875124,0.217046581,0.32011893,0.314172448,0.437066402,0.432111001,0.436075322
KM288844,0.227948464,0.227948464,0.227948464,0.227948464,0.227948464,0.227948464,0.227948464,0.230921705,0.231912785,0.228939544,0.313181368,0.443012884,0.442021804,0.432111001,0.211100099,0.211100099,0.211100099,0.211100099,0.21308226,0.211100099,0.212091179,0.211100099,0.21308226,0.211100099,0.211100099,0.212091179,0.21308226,0.211100099,0.210109019,0.21308226,0.211100099,0.211100099,0.210109019,0.447968285,0.197224975,0.42913776,0.432111001,0.434093162,0.433102081,0.433102081,0.405351833,0.455896928,0.439048563,0.446977205,0.014866204,0.200198216,0.17839445,0.199207136,0.016848365,0,0.098116947,0.187314172,0.17938553,0.176412289,0.176412289,0.17740337,0.017839445,0.17839445,0.17740337,0.17839445,0.17839445,0.17839445,0.17740337,0.17740337,0.17740337,0.17740337,0.17839445,0.176412289,0.17740337,0.17740337,0.17839445,0.017839445,0.017839445,0.017839445,0.016848365,0.17839445,0.17740337,0.17740337,0.17839445,0.175421209,0.17740337,0.008919722,0.015857284,0.015857284,0.017839445,0.008919722,0.196233895,0.023785927,0.014866204,0.210109019,0.318136769,0.313181368,0.435084242,0.432111001,0.435084242
KM288845,0.230921705,0.230921705,0.232903865,0.230921705,0.230921705,0.230921705,0.230921705,0.233894945,0.232903865,0.233894945,0.32111001,0.445986125,0.445986125,0.43012884,0.221010902,0.221010902,0.221010902,0.221010902,0.222993062,0.221010902,0.222001982,0.221010902,0.222993062,0.221010902,0.221010902,0.222001982,0.222993062,0.221010902,0.221010902,0.222993062,0.221010902,0.221010902,0.222001982,0.460852329,0.201189296,0.432111001,0.431119921,0.432111001,0.431119921,0.432111001,0.418235877,0.444995045,0.43012884,0.439048563,0.097125867,0.203171457,0.205153617,0.200198216,0.099108028,0.098116947,0,0.21308226,0.208126858,0.207135778,0.205153617,0.208126858,0.092170466,0.206144698,0.205153617,0.206144698,0.206144698,0.206144698,0.204162537,0.205153617,0.205153617,0.205153617,0.206144698,0.205153617,0.205153617,0.205153617,0.206144698,0.092170466,0.092170466,0.092170466,0.093161546,0.206144698,0.205153617,0.205153617,0.206144698,0.206144698,0.205153617,0.096134787,0.099108028,0.099108028,0.094152626,0.096134787,0.200198216,0.098116947,0.100099108,0.220019822,0.314172448,0.32111001,0.431119921,0.436075322,0.435084242
